FID,nome_orige
RedeUrbanaSintese_Regic2007.4643,Maria Helena
RedeUrbanaSintese_Regic2007.4644,Mariluz
RedeUrbanaSintese_Regic2007.4645,Areias
RedeUrbanaSintese_Regic2007.4646,Moreira Sales
RedeUrbanaSintese_Regic2007.4647,Nova Olímpia
RedeUrbanaSintese_Regic2007.4648,Perobal
RedeUrbanaSintese_Regic2007.4649,Pérola
RedeUrbanaSintese_Regic2007.4650,São Jorge do Patrocínio
RedeUrbanaSintese_Regic2007.4651,Tapira
RedeUrbanaSintese_Regic2007.4652,Alto Paraíso
RedeUrbanaSintese_Regic2007.4653,Xambrê
RedeUrbanaSintese_Regic2007.4654,Bituruna
RedeUrbanaSintese_Regic2007.4655,Cruz Machado
RedeUrbanaSintese_Regic2007.4656,Cachoeira Paulista
RedeUrbanaSintese_Regic2007.4657,General Carneiro
RedeUrbanaSintese_Regic2007.4658,Paula Freitas
RedeUrbanaSintese_Regic2007.4659,Paulo Frontin
RedeUrbanaSintese_Regic2007.4660,Porto Vitória
RedeUrbanaSintese_Regic2007.4661,São Mateus do Sul
RedeUrbanaSintese_Regic2007.4662,Porto União
RedeUrbanaSintese_Regic2007.4663,Santana do Itararé
RedeUrbanaSintese_Regic2007.4664,São José da Boa Vista
RedeUrbanaSintese_Regic2007.4665,Águas Mornas
RedeUrbanaSintese_Regic2007.4666,Alfredo Wagner
RedeUrbanaSintese_Regic2007.4667,Ouro Verde
RedeUrbanaSintese_Regic2007.4668,Lavrinhas
RedeUrbanaSintese_Regic2007.4669,Angelina
RedeUrbanaSintese_Regic2007.4670,Anitápolis
RedeUrbanaSintese_Regic2007.5152,Piranhas
RedeUrbanaSintese_Regic2007.4671,Antônio Carlos
RedeUrbanaSintese_Regic2007.4672,Blumenau
RedeUrbanaSintese_Regic2007.4673,Caçador
RedeUrbanaSintese_Regic2007.4674,Chapecó
RedeUrbanaSintese_Regic2007.4675,Criciúma
RedeUrbanaSintese_Regic2007.4676,Imbituba
RedeUrbanaSintese_Regic2007.4677,Itajaí
RedeUrbanaSintese_Regic2007.4678,Joaçaba
RedeUrbanaSintese_Regic2007.4679,Queluz
RedeUrbanaSintese_Regic2007.4680,Lages
RedeUrbanaSintese_Regic2007.4681,Porto Belo
RedeUrbanaSintese_Regic2007.4682,Rancho Queimado
RedeUrbanaSintese_Regic2007.4683,São Bonifácio
RedeUrbanaSintese_Regic2007.4684,São Pedro de Alcântara
RedeUrbanaSintese_Regic2007.4685,Tijucas
RedeUrbanaSintese_Regic2007.4686,Tubarão
RedeUrbanaSintese_Regic2007.4687,Águas Mornas
RedeUrbanaSintese_Regic2007.4688,Alfredo Wagner
RedeUrbanaSintese_Regic2007.4689,Angelina
RedeUrbanaSintese_Regic2007.4690,São José do Barreiro
RedeUrbanaSintese_Regic2007.4691,Anitápolis
RedeUrbanaSintese_Regic2007.4692,Antônio Carlos
RedeUrbanaSintese_Regic2007.4786,Cruzeiro do Sul
RedeUrbanaSintese_Regic2007.4693,Blumenau
RedeUrbanaSintese_Regic2007.4694,Caçador
RedeUrbanaSintese_Regic2007.4695,Chapecó
RedeUrbanaSintese_Regic2007.4696,Criciúma
RedeUrbanaSintese_Regic2007.4697,Imbituba
RedeUrbanaSintese_Regic2007.4698,Itajaí
RedeUrbanaSintese_Regic2007.4699,Joaçaba
RedeUrbanaSintese_Regic2007.4700,Lages
RedeUrbanaSintese_Regic2007.4701,Silveiras
RedeUrbanaSintese_Regic2007.4702,Porto Belo
RedeUrbanaSintese_Regic2007.4703,Rancho Queimado
RedeUrbanaSintese_Regic2007.4704,São Bonifácio
RedeUrbanaSintese_Regic2007.4705,São Pedro de Alcântara
RedeUrbanaSintese_Regic2007.4706,Tijucas
RedeUrbanaSintese_Regic2007.4707,Tubarão
RedeUrbanaSintese_Regic2007.4708,Balneário Barra do Sul
RedeUrbanaSintese_Regic2007.4709,Barra Velha
RedeUrbanaSintese_Regic2007.4710,Corupá
RedeUrbanaSintese_Regic2007.4711,Itapoá
RedeUrbanaSintese_Regic2007.4712,Albertina
RedeUrbanaSintese_Regic2007.4713,Mafra
RedeUrbanaSintese_Regic2007.4714,Massaranduba
RedeUrbanaSintese_Regic2007.4787,Encantado
RedeUrbanaSintese_Regic2007.4715,São Bento do Sul
RedeUrbanaSintese_Regic2007.4716,São Francisco do Sul
RedeUrbanaSintese_Regic2007.4717,São João do Itaperiú
RedeUrbanaSintese_Regic2007.4718,Manoel Viana
RedeUrbanaSintese_Regic2007.4719,Amaral Ferrador
RedeUrbanaSintese_Regic2007.4720,Arambaré
RedeUrbanaSintese_Regic2007.4721,Chuvisca
RedeUrbanaSintese_Regic2007.4722,Cristal
RedeUrbanaSintese_Regic2007.4723,Santo Antônio do Jardim
RedeUrbanaSintese_Regic2007.4724,Dom Feliciano
RedeUrbanaSintese_Regic2007.4725,Itati
RedeUrbanaSintese_Regic2007.4726,Terra de Areia
RedeUrbanaSintese_Regic2007.4727,Três Forquilhas
RedeUrbanaSintese_Regic2007.4728,Alto Feliz
RedeUrbanaSintese_Regic2007.4729,Antônio Prado
RedeUrbanaSintese_Regic2007.4730,Bento Gonçalves
RedeUrbanaSintese_Regic2007.4731,Bom Jesus
RedeUrbanaSintese_Regic2007.4732,Cambará do Sul
RedeUrbanaSintese_Regic2007.4733,Campestre da Serra
RedeUrbanaSintese_Regic2007.4734,Magda
RedeUrbanaSintese_Regic2007.4735,Canela
RedeUrbanaSintese_Regic2007.4736,Feliz
RedeUrbanaSintese_Regic2007.4737,Flores da Cunha
RedeUrbanaSintese_Regic2007.4738,Gramado
RedeUrbanaSintese_Regic2007.4739,Ipê
RedeUrbanaSintese_Regic2007.4740,Jaquirana
RedeUrbanaSintese_Regic2007.4741,Nova Pádua
RedeUrbanaSintese_Regic2007.4742,Nova Petrópolis
RedeUrbanaSintese_Regic2007.4743,Nova Roma do Sul
RedeUrbanaSintese_Regic2007.4744,Paraí
RedeUrbanaSintese_Regic2007.4745,Nova Castilho
RedeUrbanaSintese_Regic2007.4746,São Francisco de Paula
RedeUrbanaSintese_Regic2007.4747,São José dos Ausentes
RedeUrbanaSintese_Regic2007.4748,São Marcos
RedeUrbanaSintese_Regic2007.4749,São Vendelino
RedeUrbanaSintese_Regic2007.4750,Vacaria
RedeUrbanaSintese_Regic2007.4751,Vale Real
RedeUrbanaSintese_Regic2007.4752,Boa Vista do Cadeado
RedeUrbanaSintese_Regic2007.4753,Boa Vista do Incra
RedeUrbanaSintese_Regic2007.4754,Condor
RedeUrbanaSintese_Regic2007.4755,Fortaleza dos Valos
RedeUrbanaSintese_Regic2007.4756,Rubiácea
RedeUrbanaSintese_Regic2007.4757,Ibirubá
RedeUrbanaSintese_Regic2007.4758,Panambi
RedeUrbanaSintese_Regic2007.4759,Pejuçara
RedeUrbanaSintese_Regic2007.4760,Salto do Jacuí
RedeUrbanaSintese_Regic2007.4761,Santa Bárbara do Sul
RedeUrbanaSintese_Regic2007.4762,Tupanciretã
RedeUrbanaSintese_Regic2007.4763,Dois Lajeados
RedeUrbanaSintese_Regic2007.4764,São Valentim do Sul
RedeUrbanaSintese_Regic2007.4765,União da Serra
RedeUrbanaSintese_Regic2007.4766,Vista Alegre do Prata
RedeUrbanaSintese_Regic2007.4767,Barão de Antonina
RedeUrbanaSintese_Regic2007.4768,Ajuricaba
RedeUrbanaSintese_Regic2007.4769,Augusto Pestana
RedeUrbanaSintese_Regic2007.4770,Bozano
RedeUrbanaSintese_Regic2007.4771,Campo Novo
RedeUrbanaSintese_Regic2007.4772,Catuípe
RedeUrbanaSintese_Regic2007.4773,Coronel Barros
RedeUrbanaSintese_Regic2007.4774,Jóia
RedeUrbanaSintese_Regic2007.4775,Nova Ramada
RedeUrbanaSintese_Regic2007.4776,Santo Ângelo
RedeUrbanaSintese_Regic2007.4777,Santo Augusto
RedeUrbanaSintese_Regic2007.4778,Ouro Verde
RedeUrbanaSintese_Regic2007.4779,Itaporanga
RedeUrbanaSintese_Regic2007.4780,Tenente Portela
RedeUrbanaSintese_Regic2007.4781,Três Passos
RedeUrbanaSintese_Regic2007.4782,Arroio do Meio
RedeUrbanaSintese_Regic2007.4783,Bom Retiro do Sul
RedeUrbanaSintese_Regic2007.4784,Canudos do Vale
RedeUrbanaSintese_Regic2007.4785,Coqueiro Baixo
RedeUrbanaSintese_Regic2007.4788,Estrela
RedeUrbanaSintese_Regic2007.4789,Forquetinha
RedeUrbanaSintese_Regic2007.4790,Riversul
RedeUrbanaSintese_Regic2007.4791,Imigrante
RedeUrbanaSintese_Regic2007.4792,Marques de Souza
RedeUrbanaSintese_Regic2007.4793,Paverama
RedeUrbanaSintese_Regic2007.4794,Pouso Novo
RedeUrbanaSintese_Regic2007.4795,Progresso
RedeUrbanaSintese_Regic2007.4796,Santa Clara do Sul
RedeUrbanaSintese_Regic2007.4797,São José do Herval
RedeUrbanaSintese_Regic2007.4798,Sério
RedeUrbanaSintese_Regic2007.4799,Travesseiro
RedeUrbanaSintese_Regic2007.4800,Brochier
RedeUrbanaSintese_Regic2007.4801,Sengés
RedeUrbanaSintese_Regic2007.4802,Maratá
RedeUrbanaSintese_Regic2007.4803,Pareci Novo
RedeUrbanaSintese_Regic2007.4804,Salvador do Sul
RedeUrbanaSintese_Regic2007.4805,São Pedro da Serra
RedeUrbanaSintese_Regic2007.4806,Tavares
RedeUrbanaSintese_Regic2007.4807,Bom Princípio
RedeUrbanaSintese_Regic2007.4808,Linha Nova
RedeUrbanaSintese_Regic2007.4809,Nova Hartz
RedeUrbanaSintese_Regic2007.4810,Parobé
RedeUrbanaSintese_Regic2007.4811,Presidente Lucena
RedeUrbanaSintese_Regic2007.4812,Santa Cruz da Conceição
RedeUrbanaSintese_Regic2007.4813,Santa Maria do Herval
RedeUrbanaSintese_Regic2007.4814,São José do Hortêncio
RedeUrbanaSintese_Regic2007.4837,Muliterno
RedeUrbanaSintese_Regic2007.4815,São Sebastião do Caí
RedeUrbanaSintese_Regic2007.4816,Maquiné
RedeUrbanaSintese_Regic2007.4817,Barracão
RedeUrbanaSintese_Regic2007.4818,Cacique Doble
RedeUrbanaSintese_Regic2007.4819,Carazinho
RedeUrbanaSintese_Regic2007.4820,Casca
RedeUrbanaSintese_Regic2007.4821,Ciríaco
RedeUrbanaSintese_Regic2007.4822,Colorado
RedeUrbanaSintese_Regic2007.4823,Canas
RedeUrbanaSintese_Regic2007.4824,Coxilha
RedeUrbanaSintese_Regic2007.4825,David Canabarro
RedeUrbanaSintese_Regic2007.4826,Erechim
RedeUrbanaSintese_Regic2007.4827,Ernestina
RedeUrbanaSintese_Regic2007.4828,Espumoso
RedeUrbanaSintese_Regic2007.4829,Frederico Westphalen
RedeUrbanaSintese_Regic2007.4830,Ibiraiaras
RedeUrbanaSintese_Regic2007.4831,Lagoa dos Três Cantos
RedeUrbanaSintese_Regic2007.4832,Lagoa Vermelha
RedeUrbanaSintese_Regic2007.4833,Machadinho
RedeUrbanaSintese_Regic2007.4904,Restinga Seca
RedeUrbanaSintese_Regic2007.4834,Piquete
RedeUrbanaSintese_Regic2007.4835,Marau
RedeUrbanaSintese_Regic2007.4836,Mato Castelhano
RedeUrbanaSintese_Regic2007.4838,Nicolau Vergueiro
RedeUrbanaSintese_Regic2007.4839,Nova Araçá
RedeUrbanaSintese_Regic2007.4840,Palmeira das Missões
RedeUrbanaSintese_Regic2007.4841,Pontão
RedeUrbanaSintese_Regic2007.4842,Ronda Alta
RedeUrbanaSintese_Regic2007.4843,Sananduva
RedeUrbanaSintese_Regic2007.4844,Selbach
RedeUrbanaSintese_Regic2007.4845,Pracinha
RedeUrbanaSintese_Regic2007.4846,Serafina Corrêa
RedeUrbanaSintese_Regic2007.4847,Sertão
RedeUrbanaSintese_Regic2007.4848,Soledade
RedeUrbanaSintese_Regic2007.4849,Tapejara
RedeUrbanaSintese_Regic2007.4850,Tapera
RedeUrbanaSintese_Regic2007.4851,Tio Hugo
RedeUrbanaSintese_Regic2007.4852,Três Palmeiras
RedeUrbanaSintese_Regic2007.4853,Vanini
RedeUrbanaSintese_Regic2007.4854,Victor Graeff
RedeUrbanaSintese_Regic2007.4855,Vila Maria
RedeUrbanaSintese_Regic2007.4856,Pracinha
RedeUrbanaSintese_Regic2007.4857,Arroio do Padre
RedeUrbanaSintese_Regic2007.4858,Arroio Grande
RedeUrbanaSintese_Regic2007.4859,Bagé
RedeUrbanaSintese_Regic2007.4860,Canguçu
RedeUrbanaSintese_Regic2007.4861,Capão do Leão
RedeUrbanaSintese_Regic2007.4862,Cerrito
RedeUrbanaSintese_Regic2007.4863,Herval
RedeUrbanaSintese_Regic2007.4864,Jaguarão
RedeUrbanaSintese_Regic2007.4865,Morro Redondo
RedeUrbanaSintese_Regic2007.4866,Pedro Osório
RedeUrbanaSintese_Regic2007.4867,Marinópolis
RedeUrbanaSintese_Regic2007.4868,Piratini
RedeUrbanaSintese_Regic2007.4869,Santa Vitória do Palmar
RedeUrbanaSintese_Regic2007.4870,São José do Norte
RedeUrbanaSintese_Regic2007.4871,São Lourenço do Sul
RedeUrbanaSintese_Regic2007.4872,Turuçu
RedeUrbanaSintese_Regic2007.4873,Boqueirão do Leão
RedeUrbanaSintese_Regic2007.4874,Candelária
RedeUrbanaSintese_Regic2007.4875,Gramado Xavier
RedeUrbanaSintese_Regic2007.4876,Pantano Grande
RedeUrbanaSintese_Regic2007.4877,Rio Pardo
RedeUrbanaSintese_Regic2007.4878,Borá
RedeUrbanaSintese_Regic2007.4879,Sinimbu
RedeUrbanaSintese_Regic2007.5038,Castanheira
RedeUrbanaSintese_Regic2007.4880,Vale Verde
RedeUrbanaSintese_Regic2007.4881,Vale do Sol
RedeUrbanaSintese_Regic2007.4882,Venâncio Aires
RedeUrbanaSintese_Regic2007.4883,Vera Cruz
RedeUrbanaSintese_Regic2007.4884,Agudo
RedeUrbanaSintese_Regic2007.4885,Caçapava do Sul
RedeUrbanaSintese_Regic2007.4886,Cacequi
RedeUrbanaSintese_Regic2007.4887,Cachoeira do Sul
RedeUrbanaSintese_Regic2007.4888,Dilermando de Aguiar
RedeUrbanaSintese_Regic2007.4889,José Boiteux
RedeUrbanaSintese_Regic2007.4890,Lutécia
RedeUrbanaSintese_Regic2007.4891,Dona Francisca
RedeUrbanaSintese_Regic2007.4892,Faxinal do Soturno
RedeUrbanaSintese_Regic2007.4893,Formigueiro
RedeUrbanaSintese_Regic2007.4894,Itaara
RedeUrbanaSintese_Regic2007.4895,Ivorá
RedeUrbanaSintese_Regic2007.4896,Jaguari
RedeUrbanaSintese_Regic2007.4897,Jari
RedeUrbanaSintese_Regic2007.4898,Júlio de Castilhos
RedeUrbanaSintese_Regic2007.4899,Mata
RedeUrbanaSintese_Regic2007.4900,Nova Palma
RedeUrbanaSintese_Regic2007.4901,Alto Alegre
RedeUrbanaSintese_Regic2007.4902,Pinhal Grande
RedeUrbanaSintese_Regic2007.4903,Quevedos
RedeUrbanaSintese_Regic2007.4905,Santa Margarida do Sul
RedeUrbanaSintese_Regic2007.4906,Santiago
RedeUrbanaSintese_Regic2007.4907,São Francisco de Assis
RedeUrbanaSintese_Regic2007.4908,São Gabriel
RedeUrbanaSintese_Regic2007.4909,São João do Polêsine
RedeUrbanaSintese_Regic2007.4910,São Martinho da Serra
RedeUrbanaSintese_Regic2007.4911,São Pedro do Sul
RedeUrbanaSintese_Regic2007.4912,Avanhandava
RedeUrbanaSintese_Regic2007.4913,São Sepé
RedeUrbanaSintese_Regic2007.4914,São Vicente do Sul
RedeUrbanaSintese_Regic2007.4915,Silveira Martins
RedeUrbanaSintese_Regic2007.4916,Toropi
RedeUrbanaSintese_Regic2007.4917,Vila Nova do Sul
RedeUrbanaSintese_Regic2007.4918,Quaraí
RedeUrbanaSintese_Regic2007.4919,Alecrim
RedeUrbanaSintese_Regic2007.4920,Campina das Missões
RedeUrbanaSintese_Regic2007.4921,Cândido Godói
RedeUrbanaSintese_Regic2007.4922,Horizontina
RedeUrbanaSintese_Regic2007.4923,Barbosa
RedeUrbanaSintese_Regic2007.4924,Porto Lucena
RedeUrbanaSintese_Regic2007.4925,Porto Mauá
RedeUrbanaSintese_Regic2007.4926,Porto Vera Cruz
RedeUrbanaSintese_Regic2007.4927,Santo Cristo
RedeUrbanaSintese_Regic2007.4928,São Paulo das Missões
RedeUrbanaSintese_Regic2007.4929,Senador Salgado Filho
RedeUrbanaSintese_Regic2007.4930,Três de Maio
RedeUrbanaSintese_Regic2007.4931,Tucunduva
RedeUrbanaSintese_Regic2007.4932,Tuparendi
RedeUrbanaSintese_Regic2007.4933,Caraá
RedeUrbanaSintese_Regic2007.4934,Luiziânia
RedeUrbanaSintese_Regic2007.4935,Itaqui
RedeUrbanaSintese_Regic2007.4936,General Câmara
RedeUrbanaSintese_Regic2007.4937,Arroio do Tigre
RedeUrbanaSintese_Regic2007.4938,Estrela Velha
RedeUrbanaSintese_Regic2007.4939,Ibarama
RedeUrbanaSintese_Regic2007.4940,Lagoa Bonita do Sul
RedeUrbanaSintese_Regic2007.4941,Lagoão
RedeUrbanaSintese_Regic2007.4942,Passa Sete
RedeUrbanaSintese_Regic2007.4943,Segredo
RedeUrbanaSintese_Regic2007.4944,Tunas
RedeUrbanaSintese_Regic2007.4945,Fartura
RedeUrbanaSintese_Regic2007.4946,Sentinela do Sul
RedeUrbanaSintese_Regic2007.4947,Riozinho
RedeUrbanaSintese_Regic2007.4948,Rolante
RedeUrbanaSintese_Regic2007.4949,Arroio do Sal
RedeUrbanaSintese_Regic2007.4950,Dom Pedro de Alcântara
RedeUrbanaSintese_Regic2007.4951,Mampituba
RedeUrbanaSintese_Regic2007.4952,Morrinhos do Sul
RedeUrbanaSintese_Regic2007.4953,Três Cachoeiras
RedeUrbanaSintese_Regic2007.4954,Três Forquilhas
RedeUrbanaSintese_Regic2007.4955,Imbé
RedeUrbanaSintese_Regic2007.4956,Sarutaiá
RedeUrbanaSintese_Regic2007.4957,Barra do Quaraí
RedeUrbanaSintese_Regic2007.4958,Itaqui
RedeUrbanaSintese_Regic2007.4959,Aquidauana
RedeUrbanaSintese_Regic2007.4960,Bandeirantes
RedeUrbanaSintese_Regic2007.4961,Bataguassu
RedeUrbanaSintese_Regic2007.4962,Bonito
RedeUrbanaSintese_Regic2007.4963,Camapuã
RedeUrbanaSintese_Regic2007.4964,Cassilândia
RedeUrbanaSintese_Regic2007.4965,Chapadão do Sul
RedeUrbanaSintese_Regic2007.4966,Corguinho
RedeUrbanaSintese_Regic2007.4967,Tejupá
RedeUrbanaSintese_Regic2007.4968,Corumbá
RedeUrbanaSintese_Regic2007.4969,Costa Rica
RedeUrbanaSintese_Regic2007.4970,Coxim
RedeUrbanaSintese_Regic2007.4971,Dois Irmãos do Buriti
RedeUrbanaSintese_Regic2007.4972,Dourados
RedeUrbanaSintese_Regic2007.4973,Jaraguari
RedeUrbanaSintese_Regic2007.4974,Jardim
RedeUrbanaSintese_Regic2007.4975,Miranda
RedeUrbanaSintese_Regic2007.4976,Nova Alvorada do Sul
RedeUrbanaSintese_Regic2007.5025,Salto do Céu
RedeUrbanaSintese_Regic2007.4977,Nova Andradina
RedeUrbanaSintese_Regic2007.4978,Timburi
RedeUrbanaSintese_Regic2007.4979,Paranaíba
RedeUrbanaSintese_Regic2007.4980,Pedro Gomes
RedeUrbanaSintese_Regic2007.4981,Porto Murtinho
RedeUrbanaSintese_Regic2007.4982,Ribas do Rio Pardo
RedeUrbanaSintese_Regic2007.4983,Rio Negro
RedeUrbanaSintese_Regic2007.4984,Rio Verde de Mato Grosso
RedeUrbanaSintese_Regic2007.4985,Rochedo
RedeUrbanaSintese_Regic2007.4986,São Gabriel do Oeste
RedeUrbanaSintese_Regic2007.4987,Sidrolândia
RedeUrbanaSintese_Regic2007.4988,Sonora
RedeUrbanaSintese_Regic2007.4989,Analândia
RedeUrbanaSintese_Regic2007.4990,Terenos
RedeUrbanaSintese_Regic2007.4991,Três Lagoas
RedeUrbanaSintese_Regic2007.4992,Apiacás
RedeUrbanaSintese_Regic2007.4993,Carlinda
RedeUrbanaSintese_Regic2007.4994,Nova Bandeirantes
RedeUrbanaSintese_Regic2007.4995,Paranaíta
RedeUrbanaSintese_Regic2007.4996,Nova Monte verde
RedeUrbanaSintese_Regic2007.4997,Alto Taquari
RedeUrbanaSintese_Regic2007.4998,Araguainha
RedeUrbanaSintese_Regic2007.4999,Denise
RedeUrbanaSintese_Regic2007.5000,José Boiteux
RedeUrbanaSintese_Regic2007.5001,Cordeirópolis
RedeUrbanaSintese_Regic2007.5002,Água Boa
RedeUrbanaSintese_Regic2007.5003,Araguaiana
RedeUrbanaSintese_Regic2007.5004,Confresa
RedeUrbanaSintese_Regic2007.5005,General Carneiro
RedeUrbanaSintese_Regic2007.5006,Nova Xavantina
RedeUrbanaSintese_Regic2007.5007,Novo São Joaquim
RedeUrbanaSintese_Regic2007.5008,Pontal do Araguaia
RedeUrbanaSintese_Regic2007.5009,Ponte Branca
RedeUrbanaSintese_Regic2007.5010,Ribeirãozinho
RedeUrbanaSintese_Regic2007.5011,Torixoréu
RedeUrbanaSintese_Regic2007.5012,Corumbataí
RedeUrbanaSintese_Regic2007.5013,Vila Rica
RedeUrbanaSintese_Regic2007.5014,Aragarças
RedeUrbanaSintese_Regic2007.5015,Baliza
RedeUrbanaSintese_Regic2007.5016,Bom Jardim de Goiás
RedeUrbanaSintese_Regic2007.5017,Piranhas
RedeUrbanaSintese_Regic2007.5018,Araputanga
RedeUrbanaSintese_Regic2007.5019,Curvelândia
RedeUrbanaSintese_Regic2007.5020,Lambari d'Oeste
RedeUrbanaSintese_Regic2007.5021,Mirassol d'Oeste
RedeUrbanaSintese_Regic2007.5022,Pontes e Lacerda
RedeUrbanaSintese_Regic2007.5023,Ipeúna
RedeUrbanaSintese_Regic2007.5024,Rio Branco
RedeUrbanaSintese_Regic2007.5026,Nova Santa Helena
RedeUrbanaSintese_Regic2007.5027,Nova Canaã do Norte
RedeUrbanaSintese_Regic2007.5028,Alto Paraguai
RedeUrbanaSintese_Regic2007.5029,Arenápolis
RedeUrbanaSintese_Regic2007.5030,Nortelândia
RedeUrbanaSintese_Regic2007.5031,Nova Marilândia
RedeUrbanaSintese_Regic2007.5032,Nova Maringá
RedeUrbanaSintese_Regic2007.5033,Novo Horizonte do Norte
RedeUrbanaSintese_Regic2007.5034,Santa Gertrudes
RedeUrbanaSintese_Regic2007.5035,Porto dos Gaúchos
RedeUrbanaSintese_Regic2007.5036,Tabaporã
RedeUrbanaSintese_Regic2007.5037,Aripuanã
RedeUrbanaSintese_Regic2007.5039,Colniza
RedeUrbanaSintese_Regic2007.5040,Cotriguaçu
RedeUrbanaSintese_Regic2007.5041,Juruena
RedeUrbanaSintese_Regic2007.5042,Santa Rita do Trivelato
RedeUrbanaSintese_Regic2007.5043,Guarantã do Norte
RedeUrbanaSintese_Regic2007.5044,Matupá
RedeUrbanaSintese_Regic2007.5045,Ipuã
RedeUrbanaSintese_Regic2007.5046,Novo Mundo
RedeUrbanaSintese_Regic2007.5047,Paranatinga
RedeUrbanaSintese_Regic2007.5048,Poxoréo
RedeUrbanaSintese_Regic2007.5049,Santo Antônio do Leste
RedeUrbanaSintese_Regic2007.5050,Alto Garças
RedeUrbanaSintese_Regic2007.5051,Guiratinga
RedeUrbanaSintese_Regic2007.5052,Itiquira
RedeUrbanaSintese_Regic2007.5053,Jaciara
RedeUrbanaSintese_Regic2007.5054,Pedra Preta
RedeUrbanaSintese_Regic2007.5055,São José do Povo
RedeUrbanaSintese_Regic2007.5056,Iracema do Oeste
RedeUrbanaSintese_Regic2007.5057,Tesouro
RedeUrbanaSintese_Regic2007.5058,Alto Boa Vista
RedeUrbanaSintese_Regic2007.5059,Bom Jesus do Araguaia
RedeUrbanaSintese_Regic2007.5060,Canabrava do Norte
RedeUrbanaSintese_Regic2007.5061,Luciára
RedeUrbanaSintese_Regic2007.5062,Novo Santo Antônio
RedeUrbanaSintese_Regic2007.5063,Serra Nova Dourada
RedeUrbanaSintese_Regic2007.5064,Alto Boa Vista
RedeUrbanaSintese_Regic2007.5065,Bom Jesus do Araguaia
RedeUrbanaSintese_Regic2007.5066,Canabrava do Norte
RedeUrbanaSintese_Regic2007.5067,Jesuítas
RedeUrbanaSintese_Regic2007.5068,Luciára
RedeUrbanaSintese_Regic2007.5069,Novo Santo Antônio
RedeUrbanaSintese_Regic2007.5070,Serra Nova Dourada
RedeUrbanaSintese_Regic2007.5071,Cláudia
RedeUrbanaSintese_Regic2007.5072,Feliz Natal
RedeUrbanaSintese_Regic2007.5073,Itaúba
RedeUrbanaSintese_Regic2007.5074,Marcelândia
RedeUrbanaSintese_Regic2007.5075,Santa Carmem
RedeUrbanaSintese_Regic2007.5076,Terra Nova do Norte
RedeUrbanaSintese_Regic2007.5077,União do Sul
RedeUrbanaSintese_Regic2007.5078,Bom Jesus do Sul
RedeUrbanaSintese_Regic2007.5079,Vera
RedeUrbanaSintese_Regic2007.5080,Feliz Natal
RedeUrbanaSintese_Regic2007.5081,Ipiranga do Norte
RedeUrbanaSintese_Regic2007.5082,Itanhangá
RedeUrbanaSintese_Regic2007.5083,Lucas do Rio Verde
RedeUrbanaSintese_Regic2007.5084,Nova Ubiratã
RedeUrbanaSintese_Regic2007.5085,Brasnorte
RedeUrbanaSintese_Regic2007.5086,Campo Novo do Parecis
RedeUrbanaSintese_Regic2007.5087,Nova Olímpia
RedeUrbanaSintese_Regic2007.5088,Abadiânia
RedeUrbanaSintese_Regic2007.5089,Altamira do Paraná
RedeUrbanaSintese_Regic2007.5090,Alexânia
RedeUrbanaSintese_Regic2007.5091,Campo Limpo de Goiás
RedeUrbanaSintese_Regic2007.5092,Cocalzinho de Goiás
RedeUrbanaSintese_Regic2007.5093,Corumbá de Goiás
RedeUrbanaSintese_Regic2007.5094,Gameleira de Goiás
RedeUrbanaSintese_Regic2007.5095,Jesúpolis
RedeUrbanaSintese_Regic2007.5096,Ouro Verde de Goiás
RedeUrbanaSintese_Regic2007.5097,Pirenópolis
RedeUrbanaSintese_Regic2007.5098,São Francisco de Goiás
RedeUrbanaSintese_Regic2007.5099,Adelândia
RedeUrbanaSintese_Regic2007.5100,Boa Esperança do Iguaçu
RedeUrbanaSintese_Regic2007.5101,Corumbaíba
RedeUrbanaSintese_Regic2007.5102,Marzagão
RedeUrbanaSintese_Regic2007.5103,Rio Quente
RedeUrbanaSintese_Regic2007.5104,Arraias
RedeUrbanaSintese_Regic2007.5105,Aurora do Tocantins
RedeUrbanaSintese_Regic2007.5106,Combinado
RedeUrbanaSintese_Regic2007.5107,Conceição do Tocantins
RedeUrbanaSintese_Regic2007.5108,Lavandeira
RedeUrbanaSintese_Regic2007.5109,Novo Alegre
RedeUrbanaSintese_Regic2007.5110,Monte Alegre de Goiás
RedeUrbanaSintese_Regic2007.5111,Vitor Meireles
RedeUrbanaSintese_Regic2007.5112,Cruzeiro do Iguaçu
RedeUrbanaSintese_Regic2007.5113,Teresina de Goiás
RedeUrbanaSintese_Regic2007.5114,Anhanguera
RedeUrbanaSintese_Regic2007.5115,Campo Alegre de Goiás
RedeUrbanaSintese_Regic2007.5116,Cumari
RedeUrbanaSintese_Regic2007.5117,Davinópolis
RedeUrbanaSintese_Regic2007.5118,Goiandira
RedeUrbanaSintese_Regic2007.5119,Nova Aurora
RedeUrbanaSintese_Regic2007.5120,Ouvidor
RedeUrbanaSintese_Regic2007.5121,Três Ranchos
RedeUrbanaSintese_Regic2007.5122,Carmo do Rio Verde
RedeUrbanaSintese_Regic2007.5123,Salto do Lontra
RedeUrbanaSintese_Regic2007.5124,Guarinos
RedeUrbanaSintese_Regic2007.5125,Nova Glória
RedeUrbanaSintese_Regic2007.5126,Pilar de Goiás
